Date,Open,High,Low,Close,Adj Close,Volume
2007-08-03,11.610000,13.390000,11.600000,12.900000,12.900000,6608700
2007-08-06,13.000000,13.230000,12.070000,12.700000,12.700000,796500
2007-08-07,12.640000,12.900000,12.370000,12.600000,12.600000,450100
2007-08-08,12.650000,13.000000,12.520000,12.880000,12.880000,225500
2007-08-09,12.450000,13.100000,12.270000,12.940000,12.940000,131900
2007-08-10,12.720000,13.200000,12.610000,12.810000,12.810000,236000
2007-08-13,12.910000,13.210000,12.900000,13.070000,13.070000,240400
2007-08-14,13.450000,13.490000,12.810000,13.010000,13.010000,45600
2007-08-15,12.990000,13.100000,12.600000,12.880000,12.880000,298900
2007-08-16,12.600000,12.730000,12.500000,12.700000,12.700000,78900
2007-08-17,12.490000,13.000000,12.490000,13.000000,13.000000,297300
2007-08-20,12.890000,12.890000,12.450000,12.750000,12.750000,88600
2007-08-21,12.700000,13.000000,12.560000,12.900000,12.900000,280800
2007-08-22,12.990000,12.990000,12.500000,12.630000,12.630000,158900
2007-08-23,12.510000,12.990000,12.500000,12.900000,12.900000,351400
2007-08-24,12.830000,13.000000,12.770000,12.990000,12.990000,40200
2007-08-27,12.990000,13.100000,12.600000,13.100000,13.100000,104900
2007-08-28,13.160000,13.200000,12.760000,12.760000,12.760000,17800
2007-08-29,12.760000,13.200000,12.760000,12.770000,12.770000,47400
2007-08-30,12.610000,12.850000,12.540000,12.540000,12.540000,38100
2007-08-31,12.690000,12.820000,12.530000,12.690000,12.690000,22600
2007-09-04,12.680000,13.800000,12.500000,13.750000,13.750000,154200
2007-09-05,13.770000,15.000000,13.100000,14.550000,14.550000,451200
2007-09-06,14.530000,14.780000,13.950000,14.500000,14.500000,73600
2007-09-07,14.500000,14.700000,14.250000,14.500000,14.500000,93800
2007-09-10,14.530000,15.290000,14.500000,14.830000,14.830000,358900
2007-09-11,14.840000,15.950000,14.840000,15.200000,15.200000,126600
2007-09-12,15.290000,15.500000,15.100000,15.220000,15.220000,216000
2007-09-13,15.340000,15.560000,15.220000,15.550000,15.550000,459700
2007-09-14,15.550000,16.000000,15.470000,15.890000,15.890000,210200
2007-09-17,15.840000,15.900000,15.650000,15.700000,15.700000,517600
2007-09-18,15.590000,15.910000,15.250000,15.400000,15.400000,391600
2007-09-19,15.300000,15.700000,15.000000,15.700000,15.700000,72100
2007-09-20,15.740000,15.910000,15.650000,15.850000,15.850000,44200
2007-09-21,15.940000,16.320000,15.750000,16.129999,16.129999,489600
2007-09-24,16.230000,16.440001,16.020000,16.170000,16.170000,214700
2007-09-25,16.139999,16.139999,15.650000,15.650000,15.650000,67900
2007-09-26,16.000000,16.389999,16.000000,16.100000,16.100000,301100
2007-09-27,16.170000,16.379999,15.150000,15.420000,15.420000,203200
2007-09-28,15.300000,15.500000,14.810000,14.810000,14.810000,1450100
2007-10-01,14.790000,16.209999,14.300000,15.800000,15.800000,298900
2007-10-02,15.710000,16.340000,15.710000,16.030001,16.030001,130600
2007-10-03,16.000000,16.549999,16.000000,16.420000,16.420000,220100
2007-10-04,16.510000,17.240000,16.260000,16.950001,16.950001,210800
2007-10-05,17.150000,17.309999,16.709999,17.250000,17.250000,154600
2007-10-08,17.240000,17.430000,16.700001,16.700001,16.700001,160600
2007-10-09,16.799999,17.180000,16.010000,17.070000,17.070000,156500
2007-10-10,17.000000,17.549999,16.510000,17.540001,17.540001,366300
2007-10-11,17.549999,18.690001,17.440001,18.600000,18.600000,713200
2007-10-12,18.650000,18.830000,18.350000,18.459999,18.459999,216600
2007-10-15,18.459999,18.500000,17.770000,18.030001,18.030001,100000
2007-10-16,18.200001,18.940001,18.100000,18.820000,18.820000,409000
2007-10-17,19.010000,19.370001,18.700001,18.860001,18.860001,1175200
2007-10-18,19.059999,19.740000,18.950001,19.730000,19.730000,117000
2007-10-19,19.680000,20.070000,19.309999,19.650000,19.650000,242800
2007-10-22,19.580000,20.500000,19.330000,19.559999,19.559999,165300
2007-10-23,19.750000,20.000000,19.110001,19.950001,19.950001,374600
2007-10-24,20.000000,20.180000,19.309999,20.160000,20.160000,103600
2007-10-25,19.510000,19.980000,19.500000,19.740000,19.740000,242200
2007-10-26,20.030001,21.750000,19.709999,21.370001,21.370001,149100
2007-10-29,21.799999,22.299999,20.870001,21.990000,21.990000,196600
2007-10-30,21.650000,22.170000,20.350000,20.459999,20.459999,146900
2007-10-31,20.799999,20.799999,19.230000,19.490000,19.490000,201500
2007-11-01,19.450001,20.080000,19.000000,19.920000,19.920000,196200
2007-11-02,19.980000,20.000000,19.280001,19.940001,19.940001,120300
2007-11-05,19.969999,20.219999,19.740000,19.780001,19.780001,270900
2007-11-06,19.780001,19.780001,18.650000,19.400000,19.400000,91500
2007-11-07,19.250000,19.990000,18.780001,19.010000,19.010000,246700
2007-11-08,19.100000,19.100000,18.670000,18.889999,18.889999,140800
2007-11-09,18.820000,18.820000,18.299999,18.559999,18.559999,155200
2007-11-12,18.430000,18.469999,17.120001,18.120001,18.120001,163100
2007-11-13,18.129999,18.400000,17.309999,18.400000,18.400000,122000
2007-11-14,18.900000,18.900000,17.459999,17.600000,17.600000,95800
2007-11-15,17.559999,18.559999,17.540001,18.500000,18.500000,280200
2007-11-16,18.379999,18.920000,18.000000,18.540001,18.540001,190600
2007-11-19,18.360001,18.780001,17.980000,18.070000,18.070000,61600
2007-11-20,18.010000,19.680000,17.900000,19.650000,19.650000,198200
2007-11-21,19.690001,21.299999,19.660000,20.570000,20.570000,293200
2007-11-23,20.530001,21.870001,20.530001,21.240000,21.240000,121900
2007-11-26,21.530001,21.530001,19.820000,19.930000,19.930000,152500
2007-11-27,20.230000,21.450001,18.790001,19.090000,19.090000,258900
2007-11-28,18.520000,19.270000,18.000000,18.760000,18.760000,293100
2007-11-29,19.150000,19.170000,18.730000,18.790001,18.790001,53700
2007-11-30,19.190001,19.190001,18.500000,18.860001,18.860001,99400
2007-12-03,19.100000,19.100000,18.440001,18.549999,18.549999,72100
2007-12-04,18.620001,18.620001,18.100000,18.129999,18.129999,85800
2007-12-05,18.600000,18.600000,17.719999,17.790001,17.790001,277800
2007-12-06,17.610001,19.290001,17.260000,19.270000,19.270000,346000
2007-12-07,18.600000,18.600000,17.340000,17.410000,17.410000,212000
2007-12-10,17.549999,17.629999,16.700001,17.610001,17.610001,247900
2007-12-11,17.600000,18.219999,17.520000,17.879999,17.879999,235900
2007-12-12,18.280001,18.600000,17.790001,18.540001,18.540001,272800
2007-12-13,18.240000,18.420000,18.000000,18.190001,18.190001,348500
2007-12-14,18.049999,19.270000,18.020000,19.000000,19.000000,3688100
2007-12-17,18.809999,19.480000,18.540001,18.980000,18.980000,725400
2007-12-18,19.100000,20.459999,19.030001,20.340000,20.340000,370500
2007-12-19,20.379999,20.570000,19.610001,20.080000,20.080000,264300
2007-12-20,20.250000,20.650000,20.100000,20.410000,20.410000,208300
2007-12-21,20.750000,20.860001,20.299999,20.580000,20.580000,844800
2007-12-24,20.480000,20.860001,20.260000,20.840000,20.840000,243900
2007-12-26,20.700001,21.500000,20.520000,21.250000,21.250000,240600
2007-12-27,21.040001,21.580000,20.639999,20.750000,20.750000,158100
2007-12-28,21.049999,21.280001,20.420000,20.549999,20.549999,128900
2007-12-31,20.379999,20.610001,19.799999,20.610001,20.610001,167000
2008-01-02,20.660000,21.740000,20.440001,21.570000,21.570000,364000
2008-01-03,21.719999,22.250000,21.690001,22.080000,22.080000,434400
2008-01-04,22.000000,22.219999,20.920000,21.059999,21.059999,484400
2008-01-07,21.340000,21.740000,21.139999,21.190001,21.190001,272500
2008-01-08,21.270000,22.110001,20.950001,22.100000,22.100000,419000
2008-01-09,22.100000,23.549999,21.840000,23.270000,23.270000,431100
2008-01-10,23.290001,23.389999,22.450001,22.459999,22.459999,660100
2008-01-11,22.299999,22.700001,21.670000,21.680000,21.680000,173400
2008-01-14,21.870001,22.840000,20.549999,22.219999,22.219999,395200
2008-01-15,21.879999,22.070000,21.160000,21.290001,21.290001,403000
2008-01-16,21.360001,21.360001,20.290001,20.410000,20.410000,285200
2008-01-17,20.510000,20.510000,18.950001,19.330000,19.330000,365900
2008-01-18,19.370001,19.420000,18.750000,19.070000,19.070000,372600
2008-01-22,18.500000,19.590000,17.330000,19.180000,19.180000,280500
2008-01-23,18.780001,19.280001,18.010000,19.090000,19.090000,323400
2008-01-24,19.150000,20.590000,18.920000,19.629999,19.629999,207500
2008-01-25,19.990000,20.280001,19.450001,19.549999,19.549999,281600
2008-01-28,19.480000,20.049999,19.200001,19.980000,19.980000,197700
2008-01-29,20.129999,20.530001,19.490000,20.110001,20.110001,260200
2008-01-30,20.010000,21.260000,19.420000,20.309999,20.309999,333200
2008-01-31,19.950001,20.530001,19.600000,20.170000,20.170000,365500
2008-02-01,20.299999,22.240000,20.000000,21.480000,21.480000,402500
2008-02-04,21.459999,21.660000,20.580000,20.830000,20.830000,101400
2008-02-05,20.420000,20.570000,19.799999,19.820000,19.820000,80100
2008-02-06,20.040001,20.629999,19.629999,19.889999,19.889999,163800
2008-02-07,19.889999,20.450001,19.700001,20.010000,20.010000,249800
2008-02-08,20.000000,20.350000,19.600000,20.090000,20.090000,145600
2008-02-11,19.959999,20.180000,19.860001,19.969999,19.969999,190600
2008-02-12,20.020000,21.650000,19.570000,21.219999,21.219999,306200
2008-02-13,21.450001,23.379999,21.450001,22.980000,22.980000,621200
2008-02-14,21.900000,22.530001,20.660000,22.290001,22.290001,1037500
2008-02-15,22.120001,22.410000,21.760000,22.200001,22.200001,217000
2008-02-19,22.459999,23.219999,22.260000,22.680000,22.680000,468800
2008-02-20,22.360001,23.000000,22.139999,22.950001,22.950001,181800
2008-02-21,23.270000,23.790001,21.799999,21.809999,21.809999,193700
2008-02-22,22.000000,22.190001,21.110001,22.040001,22.040001,200000
2008-02-25,22.309999,22.780001,21.559999,22.410000,22.410000,181900
2008-02-26,22.309999,23.110001,21.990000,22.120001,22.120001,141000
2008-02-27,20.260000,23.410000,20.260000,22.820000,22.820000,568900
2008-02-28,23.000000,25.260000,22.750000,24.959999,24.959999,994300
2008-02-29,24.750000,25.500000,23.110001,23.299999,23.299999,330100
2008-03-03,23.299999,24.990000,23.150000,23.719999,23.719999,439700
2008-03-04,23.570000,24.000000,23.100000,23.770000,23.770000,267900
2008-03-05,24.360001,25.100000,24.020000,25.100000,25.100000,259200
2008-03-06,25.100000,25.299999,23.950001,24.690001,24.690001,276500
2008-03-07,24.469999,24.730000,23.700001,23.930000,23.930000,395600
2008-03-10,23.969999,24.160000,23.139999,23.799999,23.799999,154800
2008-03-11,24.000000,24.450001,23.270000,23.959999,23.959999,380900
2008-03-12,23.910000,24.850000,23.799999,24.510000,24.510000,351400
2008-03-13,24.570000,25.389999,24.150000,25.250000,25.250000,524100
2008-03-14,25.350000,25.400000,24.150000,24.959999,24.959999,485500
2008-03-17,24.580000,24.580000,23.430000,23.920000,23.920000,245400
2008-03-18,24.450001,25.170000,24.299999,25.090000,25.090000,290300
2008-03-19,25.230000,25.230000,23.750000,23.870001,23.870001,597200
2008-03-20,23.760000,25.209999,22.030001,24.129999,24.129999,917000
2008-03-24,23.910000,25.490000,23.910000,25.090000,25.090000,386800
2008-03-25,25.139999,26.200001,24.820000,25.309999,25.309999,658700
2008-03-26,24.930000,26.000000,24.930000,25.410000,25.410000,233500
2008-03-27,25.920000,26.049999,25.299999,25.370001,25.370001,315900
2008-03-28,25.360001,26.080000,24.950001,25.680000,25.680000,381300
2008-03-31,25.940001,26.440001,24.629999,25.639999,25.639999,230700
2008-04-01,26.150000,26.150000,25.160000,25.590000,25.590000,406800
2008-04-02,25.780001,25.950001,25.120001,25.770000,25.770000,222800
2008-04-03,25.660000,26.500000,25.660000,26.240000,26.240000,320700
2008-04-04,26.209999,27.320000,25.740000,26.610001,26.610001,299000
2008-04-07,26.850000,27.340000,26.080000,26.530001,26.530001,348400
2008-04-08,26.400000,27.139999,26.260000,26.719999,26.719999,208200
2008-04-09,26.850000,27.580000,25.959999,26.110001,26.110001,351600
2008-04-10,26.160000,27.400000,26.150000,27.200001,27.200001,472500
